TransactionID,itemDescription
1147_2014-03-04,"detergent,frozen meals"
1147_2014-05-01,"soda,whole milk"
1147_2014-11-16,"canned fish,specialty chocolate"
1148_2014-01-31,"long life bakery product,root vegetables,soda"
1148_2014-11-01,"other vegetables,soda"
1148_2015-01-14,"pork,yogurt"
1148_2015-04-15,"baking powder,dog food,sausage,shopping bags,sliced cheese,white bread,whole milk,yogurt"
1148_2015-07-09,"pork,tropical fruit"
1148_2015-09-27,"other vegetables,soda"
1149_2015-08-06,"bottled beer,chicken,soda,yogurt"
1149_2015-12-12,"frozen vegetables,seasonal products,yogurt"
1150_2014-08-29,"berries,pip fruit"
1150_2014-09-06,"UHT-milk,bottled water,long life bakery product,rolls/buns"
1150_2015-05-25,"canned beer,sugar"
1150_2015-12-04,"fruit/vegetable juice,other vegetables"
1151_2014-12-12,"curd,soft cheese"
1151_2015-09-17,"berries,pastry,pip fruit"
1152_2014-12-26,"curd cheese,soda"
1152_2015-03-05,"rolls/buns,whole milk"
1152_2015-04-20,"frozen meals,soda"
1152_2015-07-19,"domestic eggs,pork"
1153_2014-03-28,"canned beer,dish cleaner,rolls/buns,tropical fruit"
1153_2014-08-10,"bottled beer,chewing gum,ready soups,whole milk"
1153_2014-08-19,"cake bar,chicken"
1153_2015-02-18,"butter,ice cream"
1153_2015-10-26,"frankfurter,mustard,soft cheese"
1153_2015-12-08,"grapes,whole milk"
1154_2014-05-15,"female sanitary products,rolls/buns"
1154_2015-04-06,"frozen vegetables,other vegetables,root vegetables"
1154_2015-05-17,"canned beer,citrus fruit,sausage,whole milk"
1155_2015-04-01,"pet care,sausage,whole milk,yogurt"
1155_2015-08-10,"house keeping products,whole milk"
1155_2015-12-27,"brandy,frankfurter"
1156_2015-09-13,"berries,other vegetables"
1157_2014-03-21,"beef,curd,frozen meals"
1157_2014-10-04,"UHT-milk,napkins,tropical fruit,whole milk"
1158_2014-02-19,"bottled water,whole milk"
1158_2015-03-21,"citrus fruit,yogurt"
1158_2015-08-25,"cream cheese ,whole milk"
1158_2015-10-17,"butter,other vegetables,rolls/buns,root vegetables"
1159_2014-01-28,"citrus fruit,light bulbs"
1159_2014-02-06,"domestic eggs,frozen vegetables"
1159_2015-06-14,"citrus fruit,soda"
1160_2014-02-04,"whole milk,yogurt"
1160_2014-02-06,"root vegetables,whole milk"
1160_2015-01-24,"frozen meals,shopping bags"
1160_2015-08-21,"beef,bottled beer,coffee,domestic eggs"
1160_2015-09-04,"butter,chewing gum"
1160_2015-11-20,"mustard,pip fruit,tropical fruit"
1161_2014-01-26,"beef,bottled beer,newspapers"
1161_2015-03-14,"other vegetables,spread cheese,whole milk,yogurt"
1162_2014-01-18,"white bread,yogurt"
1162_2014-03-28,"berries,canned beer,fruit/vegetable juice,male cosmetics"
1162_2014-04-05,"coffee,misc. beverages"
1162_2014-08-20,"red/blush wine,salty snack"
1162_2015-08-06,"canned beer,citrus fruit"
1163_2014-03-11,"bottled water,sausage"
1163_2014-04-30,"frozen vegetables,white bread"
1163_2015-12-14,"beef,bottled water,citrus fruit,newspapers,whole milk"
1164_2015-02-01,"other vegetables,sliced cheese"
1164_2015-03-30,"canned vegetables,root vegetables,whole milk"
1165_2014-04-01,"beef,house keeping products"
1165_2014-05-02,"frozen vegetables,whole milk"
1165_2015-04-13,"chocolate,packaged fruit/vegetables,pork"
1165_2015-12-29,"curd,spices"
1166_2014-02-17,"brown bread,root vegetables"
1166_2014-06-03,"bottled water,tropical fruit"
1167_2014-11-01,"other vegetables,rolls/buns"
1167_2015-02-16,"coffee,domestic eggs"
1168_2014-10-31,"herbs,long life bakery product,sweet spreads"
1168_2015-02-11,"UHT-milk,bottled beer,chocolate,whole milk"
1168_2015-03-06,"frankfurter,frozen vegetables"
1169_2014-01-04,"bottled water,liquor"
1169_2014-01-15,"other vegetables,rolls/buns"
1169_2014-01-25,"other vegetables,waffles,white bread,whole milk"
1169_2014-04-15,napkins
1169_2014-05-02,"margarine,soda"
1169_2014-05-29,"finished products,newspapers,whipped/sour cream"
1169_2014-06-05,"cleaner,napkins"
1169_2014-11-01,"detergent,soda"
1169_2014-12-15,"bottled beer,cake bar"
1170_2014-05-22,"canned beer,whole milk"
1170_2014-06-03,"chocolate,shopping bags"
1170_2014-09-13,"pip fruit,whipped/sour cream"
1170_2015-03-19,"sparkling wine,whole milk"
1170_2015-10-09,"citrus fruit,whipped/sour cream"
1170_2015-11-12,"bottled water,dog food,pork,rolls/buns,soda,turkey,whole milk"
1170_2015-12-01,"chicken,pip fruit"
1171_2014-03-01,"soda,whipped/sour cream"
1171_2014-08-04,"other vegetables,soda"
1171_2014-09-04,"brown bread,pasta"
1171_2015-01-15,"beverages,specialty chocolate"
1171_2015-05-05,"bottled water,onions"
1173_2014-04-18,"margarine,rolls/buns"
1173_2014-08-07,"newspapers,specialty bar"
1173_2015-02-07,"bottled beer,fruit/vegetable juice,rolls/buns"
1173_2015-10-22,"hard cheese,rolls/buns"
1174_2014-07-26,"citrus fruit,syrup"
1174_2014-11-19,"baking powder,pickled vegetables"
1174_2014-12-29,"cling film/bags,root vegetables"
1174_2015-01-26,"pip fruit,whipped/sour cream"
1174_2015-02-11,"fruit/vegetable juice,rolls/buns,soft cheese"
1175_2014-01-02,"hamburger meat,other vegetables"
1175_2014-06-28,"brown bread,citrus fruit,specialty chocolate"
1175_2014-09-20,"oil,pasta"
1175_2015-06-10,"citrus fruit,shopping bags,soda,white wine,whole milk,yogurt"
1175_2015-06-30,"beef,berries,bottled water,butter,chocolate,yogurt"
1176_2014-05-09,"other vegetables,tropical fruit"
1176_2014-08-04,"bottled water,hard cheese,sugar"
1176_2014-09-04,"soda,whole milk"
1176_2014-11-21,"curd cheese,domestic eggs,frozen potato products"
1176_2015-03-30,"tropical fruit,whole milk"
1176_2015-08-17,"other vegetables,pastry"
1177_2015-10-14,"brown bread,canned beer,dessert,rolls/buns"
1178_2014-06-15,"shopping bags,tropical fruit"
1178_2015-03-23,"coffee,oil"
1178_2015-04-19,"ice cream,other vegetables,pork,salt"
1178_2015-11-15,"bottled water,chocolate,jam"
1179_2014-06-08,"cereals,soda"
1179_2014-09-11,"chicken,frozen meals,napkins"
1180_2014-02-02,"frozen potato products,whole milk"
1180_2014-08-24,"citrus fruit,white bread"
1181_2014-07-13,"bottled beer,dishes,oil,whole milk"
1181_2014-10-23,"mayonnaise,white bread"
1181_2015-11-16,"root vegetables,sausage"
1182_2014-06-20,"butter,mustard"
1182_2014-09-30,"red/blush wine,rolls/buns"
1182_2014-11-16,"baking powder,candy,canned fish"
1182_2015-01-21,"beef,butter milk"
1182_2015-09-01,"hamburger meat,ice cream,shopping bags,soft cheese,whole milk"
1182_2015-11-29,"hamburger meat,pip fruit"
1183_2015-01-04,"domestic eggs,sausage"
1183_2015-06-12,"bottled beer,brown bread,butter,canned beer,cream cheese ,dessert,other vegetables,sausage"
1183_2015-06-29,"brown bread,butter,ham,pastry,root vegetables,spread cheese"
1184_2014-06-24,"beef,newspapers,whole milk"
1184_2015-06-16,"root vegetables,sweet spreads"
1185_2014-08-14,"beef,frozen meals,whole milk"
1185_2014-09-27,"canned beer,frankfurter"
1185_2014-09-28,"chewing gum,ice cream"
1185_2015-08-24,"chocolate,pip fruit,specialty bar"
1186_2014-02-09,"butter,soda"
1186_2014-03-23,"domestic eggs,white bread"
1186_2014-04-17,"detergent,soda"
1186_2015-04-26,"canned fruit,other vegetables,whole milk"
1187_2014-06-08,soda
1187_2014-11-09,"citrus fruit,domestic eggs"
1187_2015-12-12,"onions,other vegetables,shopping bags"
1188_2014-07-04,"bottled water,butter milk,cleaner"
1188_2014-11-21,"bottled beer,other vegetables"
1188_2015-01-09,"rolls/buns,soda,whole milk"
1189_2014-02-23,"dessert,tropical fruit"
1189_2014-07-04,"bottled beer,sliced cheese"
1190_2014-04-24,"bottled beer,hamburger meat"
1190_2014-05-18,"pip fruit,rolls/buns,soda"
1190_2014-06-21,"bottled water,soda"
1190_2014-09-10,"specialty chocolate,whipped/sour cream"
1190_2014-10-27,"canned beer,root vegetables"
1190_2014-11-25,"meat spreads,other vegetables"
1190_2015-06-11,root vegetables
1190_2015-10-27,"sparkling wine,waffles"
1191_2014-03-10,"berries,white bread"
1191_2015-08-08,"citrus fruit,hamburger meat,other vegetables,specialty chocolate"
1192_2014-12-27,"brown bread,pastry"
1192_2015-01-09,"butter,fruit/vegetable juice,seasonal products"
1193_2014-02-16,"shopping bags,soda"
1193_2015-11-12,"citrus fruit,root vegetables"
1194_2014-01-16,"bottled water,honey,whole milk"
1194_2014-02-27,"napkins,pip fruit"
1194_2015-05-13,"butter,coffee,pastry,soda"
1195_2014-08-14,"butter,shopping bags"
1195_2015-09-28,"soft cheese,whole milk"
1195_2015-11-04,"finished products,liquor"
1196_2014-01-20,"pip fruit,shopping bags"
1196_2014-08-15,"domestic eggs,newspapers"
1196_2015-11-27,"bottled beer,candy,mayonnaise,rolls/buns"
1197_2014-03-19,"pip fruit,waffles"
1197_2014-05-03,"brown bread,whole milk"
1197_2014-05-12,"beef,whipped/sour cream"
1197_2015-01-16,"chocolate,sausage"
1197_2015-04-27,"citrus fruit,yogurt"
1197_2015-11-22,"citrus fruit,misc. beverages,packaged fruit/vegetables,root vegetables,sliced cheese,whipped/sour cream,yogurt"
1198_2014-03-22,"citrus fruit,napkins"
1198_2014-07-29,"frozen fish,specialty chocolate"
1198_2015-01-31,"newspapers,other vegetables,specialty chocolate"
1199_2014-03-23,"grapes,rolls/buns"
1199_2015-11-09,"beverages,sausage"
1199_2015-11-21,"popcorn,rolls/buns,white bread,whole milk"
1199_2015-12-10,"bottled water,canned vegetables,flour,salty snack,sugar"
1200_2014-02-27,"brown bread,detergent"
1200_2015-08-08,"citrus fruit,root vegetables"
1200_2015-09-26,"candy,canned fish,dessert,rolls/buns"
1201_2014-10-24,"candles,whole milk"
1201_2014-11-24,"coffee,misc. beverages"
1202_2014-04-21,"coffee,oil"
1202_2014-07-29,"roll products ,yogurt"
1202_2015-04-22,"rolls/buns,yogurt"
1202_2015-07-22,"curd cheese,root vegetables,semi-finished bread,soda"
1204_2014-01-12,"chocolate,softener"
1204_2014-04-13,"beverages,soda"
1204_2014-05-18,"root vegetables,yogurt"
1204_2014-05-25,"waffles,whole milk"
1204_2014-06-23,"pastry,rolls/buns"
1204_2015-04-11,"bottled beer,chicken,grapes,root vegetables"
1204_2015-07-23,"pip fruit,sliced cheese"
1205_2014-04-30,"oil,whole milk"
1205_2014-08-12,"bottled water,curd,ready soups,white bread"
1205_2015-03-14,"chewing gum,whole milk,yogurt"
1206_2014-02-03,"candles,hygiene articles,tropical fruit"
1206_2015-01-02,"cat food,sausage"
1206_2015-05-15,"other vegetables,pastry,rolls/buns,sausage,soda,softener,sugar,whole milk"
1207_2014-04-28,"ham,pickled vegetables,shopping bags"
1207_2014-12-09,"semi-finished bread,whole milk,yogurt"
1207_2015-11-14,"frankfurter,whole milk"
1208_2014-08-03,"bottled water,soft cheese"
1208_2014-10-25,"beef,pork,yogurt"
1208_2015-08-21,"frozen meals,rolls/buns"
1208_2015-08-24,"misc. beverages,shopping bags"
1208_2015-12-16,"butter milk,tropical fruit"
1209_2014-03-05,"shopping bags,yogurt"
1209_2014-08-26,"brown bread,ham"
1209_2014-11-01,"dessert,sausage"
1209_2014-11-11,"fruit/vegetable juice,long life bakery product,specialty cheese"
1211_2014-11-09,"butter,margarine"
1211_2014-12-12,"domestic eggs,finished products"
1211_2014-12-13,"specialty bar,whole milk"
1211_2015-03-10,"butter,frankfurter,specialty bar,yogurt"
1211_2015-04-19,"UHT-milk,other vegetables"
1211_2015-05-24,"rolls/buns,salty snack,specialty bar,tropical fruit"
1212_2014-05-25,"beef,domestic eggs"
1212_2014-06-03,"salt,tropical fruit"
1212_2015-06-19,"cat food,tropical fruit"
1212_2015-07-31,"other vegetables,root vegetables"
1213_2015-02-07,"domestic eggs,fruit/vegetable juice"
1213_2015-03-03,"beef,brown bread,chicken,dessert,margarine,newspapers,pork"
1213_2015-09-14,"bottled beer,citrus fruit"
1214_2014-07-08,"syrup,waffles"
1214_2015-01-10,"chicken,meat,pip fruit,yogurt"
1215_2014-04-28,"sauces,yogurt"
1215_2014-07-30,"grapes,root vegetables,shopping bags"
1215_2015-01-18,"other vegetables,pip fruit,semi-finished bread,sliced cheese"
1216_2014-02-07,"citrus fruit,long life bakery product"
1216_2015-03-04,"onions,turkey"
1216_2015-06-19,"brown bread,canned beer"
1216_2015-08-25,"bottled water,napkins,pastry,root vegetables,soda,specialty fat,tropical fruit,whole milk"
1217_2014-07-21,"sugar,whole milk"
1217_2014-12-03,"bottled water,citrus fruit,grapes"
1217_2015-02-18,"dog food,pastry,whole milk"
1218_2014-05-08,citrus fruit
1218_2014-05-28,"cling film/bags,curd,meat"
1218_2014-09-07,"frozen meals,pork"
1218_2015-06-13,"fruit/vegetable juice,other vegetables"
1218_2015-07-05,"butter,sausage,whole milk,yogurt"
1218_2015-08-20,"frozen fish,rolls/buns,tropical fruit"
1218_2015-12-29,"candles,meat,tropical fruit,whole milk"
1219_2014-07-03,"instant coffee,red/blush wine"
1219_2014-10-02,"brown bread,canned beer"
1220_2014-11-16,"pasta,sausage"
1220_2015-01-01,"canned beer,chocolate,margarine"
1220_2015-02-09,"butter milk,dental care,napkins,onions,rice,rolls/buns,specialty chocolate"
1220_2015-09-08,"pastry,waffles"
1220_2015-12-29,"frankfurter,ice cream"
1221_2014-11-15,"bottled water,sugar"
1222_2015-08-07,"canned beer,coffee"
1222_2015-09-24,"condensed milk,onions"
1223_2014-09-05,"UHT-milk,butter,citrus fruit"
1223_2014-09-20,"flour,packaged fruit/vegetables"
1223_2014-11-18,"citrus fruit,semi-finished bread,yogurt"
1223_2015-11-30,"ham,rum"
1224_2014-08-31,"UHT-milk,cooking chocolate"
1224_2014-09-20,"sausage,specialty chocolate"
1225_2014-03-03,"curd,whole milk"
1225_2014-09-02,"pastry,rolls/buns"
1225_2014-10-03,"jam,white bread"
1225_2014-11-29,"butter milk,seasonal products,soda"
1225_2015-02-26,"detergent,flour,shopping bags,whole milk"
1225_2015-03-26,"bottled beer,dessert,other vegetables,sliced cheese"
1225_2015-05-20,"brown bread,photo/film"
1226_2015-04-13,"hard cheese,pastry"
1226_2015-11-12,"beef,citrus fruit,domestic eggs,long life bakery product,soda,specialty bar,vinegar,white bread"
1227_2014-05-08,"whipped/sour cream,yogurt"
1228_2015-02-23,"beverages,bottled beer,photo/film"
1229_2014-07-26,"brown bread,mustard"
1229_2014-09-03,"beef,frozen potato products,white bread"
1229_2015-03-20,"ham,newspapers,whipped/sour cream"
1230_2014-03-16,"canned beer,sliced cheese"
1230_2014-12-17,"canned beer,soda"
1230_2015-01-27,"butter milk,soda"
1230_2015-04-06,"other vegetables,whole milk"
1230_2015-05-19,"domestic eggs,ham"
1230_2015-11-19,"frankfurter,misc. beverages,pastry"
1231_2014-09-29,"margarine,yogurt"
1231_2014-11-23,"hard cheese,soda"
1231_2015-01-27,"ice cream,onions"
1231_2015-05-20,"photo/film,whipped/sour cream,white wine"
1231_2015-06-28,"detergent,grapes"
1231_2015-10-14,"root vegetables,sausage"
1231_2015-10-27,"flour,pork,sliced cheese"
1232_2014-08-08,"canned beer,pasta"
1232_2015-01-21,"bottled beer,rolls/buns"
1232_2015-07-01,"bottled water,butter,grapes"
1233_2014-04-07,"UHT-milk,curd"
1233_2014-06-09,"shopping bags,whipped/sour cream"
1233_2014-08-28,"other vegetables,rolls/buns"
1233_2015-03-20,"canned beer,margarine,rolls/buns,salty snack,soda,waffles,whipped/sour cream"
1233_2015-07-31,"chicken,whole milk"
1233_2015-08-13,"butter milk,other vegetables"
1234_2014-03-16,"bottled water,margarine,root vegetables"
1234_2014-04-14,"coffee,shopping bags,yogurt"
1234_2014-05-12,"curd,pastry"
1234_2015-11-20,"root vegetables,salty snack"
1235_2014-05-26,"butter,roll products "
1235_2014-06-14,"bottled beer,canned beer"
1235_2014-06-25,"abrasive cleaner,curd,other vegetables"
1235_2014-10-04,"condensed milk,other vegetables"
1235_2014-11-01,"bottled water,soda"
1235_2014-11-05,"dog food,processed cheese"
1235_2015-01-01,"bottled beer,sausage,spread cheese"
1235_2015-05-29,"shopping bags,waffles"
1236_2014-06-27,"dishes,newspapers,pip fruit"
1236_2015-05-11,"cling film/bags,whole milk"
1237_2014-01-25,"butter milk,hard cheese"
1237_2014-02-22,"cleaner,misc. beverages"
1237_2014-03-12,"citrus fruit,other vegetables"
1237_2014-06-22,"cream cheese ,other vegetables,pork"
1237_2014-10-16,"beverages,sugar"
1237_2015-03-08,"hard cheese,rolls/buns"
1237_2015-04-09,"ham,other vegetables,soda,sugar,tropical fruit,white bread,whole milk"
1238_2015-03-01,"frankfurter,margarine"
1239_2014-04-18,"meat,soda"
1239_2014-08-02,"roll products ,waffles"
1239_2015-01-24,"condensed milk,whole milk"
1239_2015-03-22,"processed cheese,sausage"
1239_2015-07-02,"whipped/sour cream,yogurt"
1239_2015-07-25,"bottled beer,bottled water,finished products,yogurt"
1239_2015-08-31,"brown bread,tropical fruit"
1240_2014-07-15,"hard cheese,onions"
1240_2014-11-27,"shopping bags,soda"
1240_2015-04-14,"baking powder,frozen fish,frozen vegetables,oil,other vegetables,rolls/buns,sausage,whole milk"
1241_2014-01-03,"margarine,oil"
1241_2014-01-11,"specialty cheese,whole milk"
1241_2014-08-14,"long life bakery product,pasta,soda,specialty chocolate"
1241_2015-05-22,"meat,other vegetables,pasta"
1242_2014-12-16,"butter,chocolate"
1242_2015-04-04,"citrus fruit,other vegetables"
1242_2015-05-18,"frozen meals,sausage"
1242_2015-12-04,"bottled beer,bottled water,dog food,sausage"
1242_2015-12-13,"beverages,domestic eggs,pasta,sugar"
1242_2015-12-14,"shopping bags,tropical fruit"
1243_2014-01-08,"cling film/bags,soda"
1244_2014-09-07,"UHT-milk,soft cheese"
1244_2014-11-24,"candy,soda"
1244_2014-11-25,"bottled water,rolls/buns,salty snack,shopping bags"
1245_2014-07-12,"onions,soft cheese"
1245_2014-09-27,"coffee,white bread"
1245_2015-03-02,"condensed milk,dessert,rolls/buns,shopping bags"
1245_2015-06-27,"canned fruit,processed cheese,shopping bags,soda"
1245_2015-09-24,"grapes,other vegetables"
1245_2015-10-08,"rolls/buns,tropical fruit"
1245_2015-12-04,"shopping bags,turkey"
1246_2014-03-03,"whipped/sour cream,yogurt"
1246_2014-05-02,"canned beer,yogurt"
1246_2014-06-13,"berries,tropical fruit"
1246_2014-12-29,"UHT-milk,other vegetables"
1247_2014-06-08,"butter,candy"
1247_2014-10-04,"frozen vegetables,other vegetables"
1248_2014-02-01,"butter,chicken"
1248_2014-03-25,margarine
1248_2014-05-08,"citrus fruit,skin care"
1248_2014-05-09,"frozen vegetables,root vegetables"
1248_2014-07-24,"dessert,packaged fruit/vegetables"
1248_2014-08-14,"pip fruit,tropical fruit"
1248_2015-08-25,"beef,curd"
1248_2015-12-15,"frankfurter,whole milk"
1249_2014-01-01,"citrus fruit,coffee"
1249_2014-10-11,"bottled beer,frozen meals,soda"
1250_2014-10-08,"chewing gum,other vegetables"
1251_2015-11-26,"canned beer,dessert,fruit/vegetable juice"
1252_2014-08-28,"grapes,other vegetables"
1252_2015-03-11,"chicken,pastry"
1252_2015-04-13,"dishes,pork,pot plants,soda,turkey,whole milk"
1253_2014-03-01,"liqueur,pastry"
1253_2015-06-20,"baking powder,processed cheese,sausage,specialty cheese"
1254_2014-03-03,"ham,napkins"
1254_2015-04-19,"specialty bar,specialty chocolate,white wine"
1255_2014-09-26,"red/blush wine,soda"
1256_2014-06-17,"coffee,tea"
1256_2014-10-14,"other vegetables,sugar"
1256_2014-11-07,"berries,domestic eggs"
1256_2015-08-02,"coffee,sausage"
1256_2015-08-29,"UHT-milk,butter,herbs,oil"
1257_2014-05-19,"cream cheese ,frozen dessert"
1257_2014-09-16,"rolls/buns,yogurt"
1258_2014-05-04,"coffee,yogurt"
1258_2014-08-09,"frozen vegetables,fruit/vegetable juice,rolls/buns,whipped/sour cream"
1259_2014-04-20,"shopping bags,whole milk"
1259_2014-06-10,"coffee,hamburger meat"
1259_2014-06-24,"berries,fruit/vegetable juice"
1259_2015-09-20,"ice cream,whole milk"
1259_2015-11-21,"grapes,napkins,sausage,sliced cheese"
1259_2015-11-27,"pork,root vegetables"
1260_2014-07-09,"curd,sausage"
1260_2014-10-04,"pip fruit,shopping bags"
1261_2014-10-06,"canned vegetables,domestic eggs,flower (seeds),whole milk"
1261_2015-05-21,"flour,hard cheese,rolls/buns"
1262_2014-07-12,"frozen meals,organic sausage,sugar"
1262_2014-07-22,"onions,pickled vegetables,whole milk"
1263_2014-05-11,"citrus fruit,other vegetables"
1263_2014-10-19,"bottled beer,frozen meals"
